no_structural
18	64
19	74
20	176
21	505
22	141
23	163
24	468
25	41
26	33
27	28
28	20
29	26
30	17
31	36
32	30
total	1822

structural
18	94
19	63
20	57
21	84
22	72
23	157
24	39
25	78
26	54
27	40
28	16
29	32
30	23
31	38
32	92
total	939

no_hit
18	7
19	5
20	30
21	27
22	27
23	37
24	36
25	7
26	6
27	3
28	5
29	5
30	3
31	9
32	3
total	210

